,Washington FLL Eastern Spokane Qualifier Saturday,Washington FLL Eastern Spokane Qualifier Sunday,Washington FLL Central South Pasco Qualifier ,Washington FLL Central South Tri-Cities Qualifier Saturday,Washington FLL Eastside Issaquah Sunday,Washington FLL North Sound Snohomish Qualifier Saturday,Washington FLL North Sound Snohomish Qualifier Sunday,Washington FLL North Sound Everett Qualifier Saturday ,Washington FLL North Sound Everett Qualifier Sunday,Washington FLL Eastside Bellevue Qualifier Saturday,Washington FLL Eastside Bellevue Qualifier Sunday ,Washington FLL South Federal Way Qualifier Saturday,Washington FLL South Federal Way Qualifier Sunday ,Washington FLL South Sound Tacoma Qualifier Sunday 
48852,366.1938287021682,366.1938287021682,295.67406055103896,295.2390198826292,64.86969830936148,26.97809634048099,26.97809634048099,27.96822211810673,27.96822211810673,55.18647370806129,55.18647370806129,88.86085391557718,88.86085391557718,100.27562821529295
54806,370.6112471153826,370.6112471153826,257.7138539827388,255.72058806210688,13.035959927146097,52.703588126032656,52.703588126032656,57.721937365007065,57.721937365007065,28.043008639224084,28.043008639224084,17.724250708686263,17.724250708686263,34.20403552600398
60127,381.38863406178405,381.38863406178405,280.30173596421554,278.68899470412094,19.745555455983805,28.296978887811093,28.296978887811093,31.06328667896444,31.06328667896444,0.0,0.0,34.260761783295514,34.260761783295514,45.16900023639599
34915,352.4853206411034,352.4853206411034,250.82503327727068,249.39899193733123,14.572710267330724,41.73641319731153,41.73641319731153,49.43660135250822,49.43660135250822,30.409719998831203,30.409719998831203,41.29236104585964,41.29236104585964,57.53222953257588
62822,422.9878238393858,422.9878238393858,376.6245829623907,376.6585723007491,143.62234559065772,103.33873672814968,103.33873672814968,97.37282195608083,97.37282195608083,127.7556388900104,127.7556388900104,160.88061777332118,160.88061777332118,166.86921643879805
63641,422.9878238393858,422.9878238393858,376.6245829623907,376.6585723007491,143.62234559065772,103.33873672814968,103.33873672814968,97.37282195608083,97.37282195608083,127.7556388900104,127.7556388900104,160.88061777332118,160.88061777332118,166.86921643879805
58363,32.761174757702086,32.761174757702086,207.75605265609147,214.13812689193685,348.28726424976963,352.8974348006862,352.8974348006862,360.95455107513067,360.95455107513067,362.00851031635335,362.00851031635335,369.83275220687506,369.83275220687506,385.7226004008044
61804,270.87955137902395,270.87955137902395,95.20532125357661,91.16398840869495,178.4508311669456,212.0068088213979,212.0068088213979,220.27132184867972,220.27132184867972,198.18562538407025,198.18562538407025,180.1572715284549,180.1572715284549,189.19553470999324
62032,377.4456128760706,377.4456128760706,273.84019045298567,272.1585663726649,12.974864423415479,33.30673024965129,33.30673024965129,37.21493828594126,37.21493828594126,7.169123241375598,7.169123241375598,29.165884609889634,29.165884609889634,41.86229856430165
57789,242.8653343720299,242.8653343720299,51.35096593543207,46.414279976721225,221.50921941688418,252.90785536358842,252.90785536358842,261.4481866662133,261.4481866662133,241.23281246014153,241.23281246014153,225.13510326740166,225.13510326740166,234.76680704883034
62751,211.4267881270523,211.4267881270523,14.121284989031903,10.309565667156873,248.98083422406842,277.4592874923736,277.4592874923736,286.23245287040584,286.23245287040584,268.5022546302833,268.5022546302833,255.37372973866562,255.37372973866562,266.1184197023003
